2020,Mar,2.9844563877024766E7,446676598784,85899345920
2019,Jul,2.6862469478877176E7,446676598784,85899345920
2019,May,2.773151554527302E7,446676598784,85899345920
2018,Mar,3.1829431157769993E7,446676598784,85899345920
2019,Jun,3.455307048777411E7,446676598784,85899345920
2018,Oct,2.6368184309320003E7,446676598784,85899345920
2019,Oct,2.4425439865492962E7,446676598784,85899345920
2018,Jun,3.3293867917583007E7,446676598784,85899345920
2020,Apr,1.775329560963033E7,446676598784,85899345920
2019,Jan,2.5393684974262103E7,446676598784,85899345920
2018,Jul,2.7061424339851998E7,446676598784,85899345920
2018,Nov,2.5108979635011997E7,446676598784,85899345920
2020,Feb,2.4471564289515927E7,446676598784,85899345920
2018,Sep,3.458235246285E7,446676598784,85899345920
2019,Aug,2.7179174625689544E7,446676598784,85899345920
2018,Dec,2.9896765392274E7,446676598784,85899345920
2019,Feb,2.6419943202474203E7,446676598784,85899345920
2020,May,1.6594863802156512E7,446676598784,85899345920
2018,Apr,2.7608178212342996E7,446676598784,85899345920
2018,Feb,2.4809165878896005E7,446676598784,85899345920
2019,Mar,3.1755172157918103E7,446676598784,85899345920
2018,Aug,2.8374366004316E7,446676598784,85899345920
2019,Apr,2.6655876013696145E7,446676598784,85899345920
2018,Jan,2.319514072104E7,446676598784,85899345920
2019,Nov,2.496581981840129E7,446676598784,85899345920
2018,May,2.6967720737496E7,446676598784,85899345920
2019,Dec,3.1354558514564764E7,446676598784,85899345920
2019,Sep,3.2351288411030024E7,446676598784,85899345920
2020,Jan,2.579688803170431E7,446676598784,85899345920
