2018,Sep,210497.05032,446676598784,1649267441664
2019,Apr,162755.76036866353,446676598784,1649267441664
2018,May,188025.15120200004,446676598784,1649267441664
2020,Jan,134270.75297226003,446676598784,1649267441664
2018,Jan,143075.79265000002,446676598784,1649267441664
2018,Mar,225999.02012999996,446676598784,1649267441664
2020,May,95790.69301374868,446676598784,1649267441664
2018,Apr,191265.70085999998,446676598784,1649267441664
2018,Feb,161962.98699599996,446676598784,1649267441664
2018,Aug,172985.40118000002,446676598784,1649267441664
2018,Dec,179072.027244,446676598784,1649267441664
2019,Feb,149084.96973081754,446676598784,1649267441664
2020,Feb,134961.25598722853,446676598784,1649267441664
2019,Sep,182720.74886129086,446676598784,1649267441664
2020,Mar,169250.1680347593,446676598784,1649267441664
2019,Jun,215730.873456012,446676598784,1649267441664
2018,Jul,165899.216715,446676598784,1649267441664
2019,Dec,171030.24452692273,446676598784,1649267441664
2019,Mar,198805.31967705683,446676598784,1649267441664
2020,Apr,96415.90489678466,446676598784,1649267441664
2018,Oct,167323.61093,446676598784,1649267441664
2018,Nov,148048.80396599998,446676598784,1649267441664
2018,Jun,231347.63288000002,446676598784,1649267441664
2019,May,164790.08863393863,446676598784,1649267441664
2019,Jul,164990.84106118785,446676598784,1649267441664
2019,Jan,138476.14343976416,446676598784,1649267441664
2019,Aug,164203.51983188879,446676598784,1649267441664
2019,Oct,148982.155465365,446676598784,1649267441664
2019,Nov,143724.19041620733,446676598784,1649267441664
2019,Jan,2224.2531936884875,850403524608,1675037245440
2018,Dec,3951.759845,893353197568,1675037245440
