2020,Feb,7732835.28472599,446676598784,103079215104
2019,Oct,7680349.271335473,446676598784,103079215104
2019,Jan,7790639.3486861205,446676598784,103079215104
2020,Mar,9706495.562294507,446676598784,103079215104
2019,Apr,8557692.814664159,446676598784,103079215104
2018,Oct,8415672.60212,446676598784,103079215104
2018,Jul,8516972.579315,446676598784,103079215104
2019,Jun,1.0968332703134183E7,446676598784,103079215104
2019,Sep,1.008692224638299E7,446676598784,103079215104
2019,Feb,8156996.211742015,446676598784,103079215104
2019,Nov,7695560.226735941,446676598784,103079215104
2020,Apr,5662783.957770001,446676598784,103079215104
2018,May,8528758.38395,446676598784,103079215104
2018,Feb,7476528.1995,446676598784,103079215104
2018,Jun,1.0580819253095001E7,446676598784,103079215104
2019,Aug,8459235.198318893,446676598784,103079215104
2020,Jan,7839689.141347489,446676598784,103079215104
2018,Mar,9906851.12281,446676598784,103079215104
2018,Aug,9166483.771300001,446676598784,103079215104
2018,Sep,1.1232017477325E7,446676598784,103079215104
2019,May,8849545.73785905,446676598784,103079215104
2018,Apr,8669477.855574,446676598784,103079215104
2018,Jan,7006147.1818,446676598784,103079215104
2020,May,5447497.053990176,446676598784,103079215104
2019,Dec,9463066.007299157,446676598784,103079215104
2018,Nov,7851380.7341829995,446676598784,103079215104
2019,Mar,1.0006981318422902E7,446676598784,103079215104
2018,Dec,9388704.135855,446676598784,103079215104
2019,Jul,8391444.510361042,446676598784,103079215104
2019,Apr,647845.171588188,446676598784,360777252864
2020,Feb,67491.5912719538,446676598784,360777252864
2018,Jan,505650.741595,446676598784,360777252864
2019,Dec,123816.41639264717,446676598784,360777252864
2019,Sep,663549.3072329995,446676598784,360777252864
2020,May,35412.5616257167,446676598784,360777252864
2018,Feb,544217.956776,446676598784,360777252864
2019,Feb,585670.5848880642,446676598784,360777252864
2018,Aug,643685.135116,446676598784,360777252864
2020,Jan,83004.01585204825,446676598784,360777252864
2019,Jun,829688.996722964,446676598784,360777252864
2020,Apr,39162.267713831665,446676598784,360777252864
2019,Oct,250358.46535986237,446676598784,360777252864
2019,May,697927.3497501556,446676598784,360777252864
2018,Apr,615297.7467,446676598784,360777252864
2020,Mar,67502.87114512325,446676598784,360777252864
2018,Jul,605607.9738009999,446676598784,360777252864
2018,Mar,716245.16695,446676598784,360777252864
2018,Oct,603124.4545199999,446676598784,360777252864
2019,Mar,777251.2214877325,446676598784,360777252864
2019,Jul,667693.5606415416,446676598784,360777252864
2018,Nov,546293.675452,446676598784,360777252864
2018,Jun,758807.4018980002,446676598784,360777252864
2019,Nov,139440.82296751157,446676598784,360777252864
2018,Dec,673008.2551389999,446676598784,360777252864
2018,May,601867.199304,446676598784,360777252864
2018,Sep,781941.0432750001,446676598784,360777252864
2019,Aug,695514.2631993701,446676598784,360777252864
2019,Jan,539376.8934283082,446676598784,360777252864
2020,Feb,2.254880079829718E7,446676598784,481036337152
2018,Oct,1.968964047372E7,446676598784,481036337152
2020,May,1.6357589482544499E7,446676598784,481036337152
2019,Nov,2.1919473048863687E7,446676598784,481036337152
2018,Jun,2.2724483854436E7,446676598784,481036337152
2018,Jan,1.618925252688E7,446676598784,481036337152
2018,Jul,1.8439764124882E7,446676598784,481036337152
2019,Jan,2.0280245515598033E7,446676598784,481036337152
2019,Apr,2.1452016734031864E7,446676598784,481036337152
2019,Jun,2.9045302127972424E7,446676598784,481036337152
2019,Jul,2.2519853717176117E7,446676598784,481036337152
2018,Mar,2.086198576577E7,446676598784,481036337152
2018,Dec,2.3358521128954E7,446676598784,481036337152
2018,Sep,2.543572864932E7,446676598784,481036337152
2020,Apr,1.7347517531436265E7,446676598784,481036337152
2019,Oct,2.114850452335842E7,446676598784,481036337152
2019,May,2.2570184134630613E7,446676598784,481036337152
2019,Dec,2.8259284744555317E7,446676598784,481036337152
2019,Feb,2.0930189570962645E7,446676598784,481036337152
2018,Feb,1.6770544051536E7,446676598784,481036337152
2018,Aug,1.9941880672971997E7,446676598784,481036337152
2020,Jan,2.378101653896981E7,446676598784,481036337152
2018,Nov,1.9400816421811998E7,446676598784,481036337152
2018,Apr,1.8324985111866E7,446676598784,481036337152
2019,Sep,2.783640509418516E7,446676598784,481036337152
2019,Mar,2.5552233010216065E7,446676598784,481036337152
2019,Aug,2.289458954557396E7,446676598784,481036337152
2018,May,1.8185127064748004E7,446676598784,481036337152
2020,Mar,2.7824576790562302E7,446676598784,481036337152
