2019,Sep,11433.743954923688,446676598784,1279900254208
2019,Jun,12210.16091084782,446676598784,1279900254208
2018,Jan,14099.178355,446676598784,1279900254208
2018,Apr,10943.270991,446676598784,1279900254208
2018,Feb,15349.62258,446676598784,1279900254208
2018,Mar,15377.897379999999,446676598784,1279900254208
2019,May,11665.398958366344,446676598784,1279900254208
2020,Apr,2725.247843440171,850403524608,1279900254208
2020,May,4133.833019359521,893353197568,1279900254208
2019,Aug,8742.474389282906,893353197568,1279900254208
2019,Jan,8357.00065681278,893353197568,1279900254208
2018,Oct,6046.13177,893353197568,1279900254208
2019,Mar,9238.105191649462,893353197568,1279900254208
2020,Feb,6020.170303352904,893353197568,1279900254208
2019,Apr,9687.66573127719,893353197568,1279900254208
2018,Dec,9126.884943000001,893353197568,1279900254208
2019,Feb,8889.550414390105,893353197568,1279900254208
2019,Jul,8825.418136780418,893353197568,1279900254208
2019,Nov,7799.611609720248,893353197568,1279900254208
2019,Oct,7058.01378595702,893353197568,1279900254208
2018,Aug,5784.791343999999,893353197568,1279900254208
2018,Jul,6334.461977,893353197568,1279900254208
2018,Nov,6539.141308,893353197568,1279900254208
2020,Mar,9376.49842020855,893353197568,1279900254208
2018,Sep,8693.280975,893353197568,1279900254208
2020,Jan,3732.3117569353017,893353197568,1279900254208
2018,May,9156.460992,893353197568,1279900254208
2019,Dec,6648.169274368809,893353197568,1279900254208
2018,Jun,9264.620547,893353197568,1279900254208
2019,Jan,-1.0,446676598784,1692217114624
2018,May,-1.0,446676598784,1692217114624
2019,May,-1.0,446676598784,1692217114624
2020,Jan,-1.0,446676598784,1692217114624
2018,Oct,-1.0,446676598784,1692217114624
2018,Nov,-1.0,446676598784,1692217114624
2019,Feb,-1.0,446676598784,1692217114624
2018,Sep,-1.0,446676598784,1692217114624
2019,Oct,-1.0,446676598784,1692217114624
2018,Apr,-1.0,446676598784,1692217114624
2018,Jun,-1.0,446676598784,1692217114624
2019,Apr,-1.0,446676598784,1692217114624
2020,Apr,-1.0,446676598784,1692217114624
2019,Nov,-1.0,446676598784,1692217114624
2020,May,-1.0,446676598784,1692217114624
2018,Jan,-1.0,446676598784,1692217114624
2019,Aug,-1.0,446676598784,1692217114624
