region_id,product_id,year,month,sales,type,vendor,flavor,manufacturer,country,location
446676598784,85899345920,2020,Mar,29844563.88,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Jul,26862469.48,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,May,27731515.55,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Mar,31829431.16,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Jun,34553070.49,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Oct,26368184.31,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Oct,24425439.87,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Jun,33293867.92,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2020,Apr,17753295.61,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Jan,25393684.97,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Jul,27061424.34,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Nov,25108979.64,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2020,Feb,24471564.29,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Sep,34582352.46,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Aug,27179174.63,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Dec,29896765.39,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Feb,26419943.20,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2020,May,16594863.80,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Apr,27608178.21,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Feb,24809165.88,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Mar,31755172.16,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Aug,28374366.00,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Apr,26655876.01,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,Jan,23195140.72,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Nov,24965819.82,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2018,May,26967720.74,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Dec,31354558.51,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2019,Sep,32351288.41,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
446676598784,85899345920,2020,Jan,25796888.03,Regular,Tamal mix Dulce,Tamal mix Dulce,Tamales Inc,Mexico,Norte
